BDOS3.SPR       0100
BNKBDOS3.SPR    0100
LIB.COM         0081
LINK.COM        0081
MAC.COM         10FA
RESBDOS3.SPR    0100
RMAC.COM        00A2
SID.COM         007A
CPM3.SYS        0035
